date,date_q,file_name,words,d_per_1000,h_per_1000,i_per_1000,d_net_per_1000,DLI_1,DLI_2,DLI_3
2000-02-02,2000-01-01,2000-02-02.htm,201,19.90049751243781,19.90049751243781,29.850746268656717,0,-0.4552509576656274,-0.5941691840303661,-0
2000-03-21,2000-01-01,2000-03-21.htm,206,19.41747572815534,19.41747572815534,29.12621359223301,0,-0.44013348645809075,-0.5941691840303661,-0
2000-05-16,2000-04-01,2000-05-16.htm,199,20.100502512562816,35.175879396984925,30.150753768844222,-15.07537688442211,-1.0049326947512,-1.2937947015962659,-0
2000-06-28,2000-04-01,2000-06-28.htm,177,16.949152542372882,33.898305084745765,50.847457627118644,-16.949152542372882,-2.0760023417282616,-1.3807538054745134,-1.3807538054745134
2000-08-22,2000-07-01,2000-08-22.htm,180,16.666666666666668,33.333333333333336,44.44444444444444,-16.666666666666668,-1.7487748965112517,-1.3676440617837775,-1.3676440617837775
2000-10-03,2000-10-01,2000-10-03.htm,190,21.05263157894737,21.05263157894737,73.6842105263158,0,-1.369842052594006,-0.5941691840303661,-0.5941691840303661
2000-11-15,2000-10-01,2000-11-15.htm,194,15.463917525773196,36.08247422680412,77.31958762886597,-20.618556701030926,-3.7739048628047955,-1.5510453214572668,-1.5510453214572668
2000-12-19,2000-10-01,2000-12-19.htm,166,30.120481927710845,48.19277108433735,42.16867469879518,-18.072289156626507,-1.717675325544965,-1.4328768827991256,-1.4328768827991256
2001-01-03,2001-01-01,2001-01-03.htm,235,12.76595744680851,17.02127659574468,29.78723404255319,-4.25531914893617,-0.6047962606060813,-0.7916521315418754,-0
2001-01-31,2001-01-01,2001-01-31.htm,264,11.363636363636363,11.363636363636363,15.151515151515152,0,-0.14854953422787678,-0.5941691840303661,-0
2001-03-20,2001-01-01,2001-03-20.htm,242,12.396694214876034,57.85123966942149,16.52892561983471,-45.45454545454545,-0.8067193304054201,-2.703646123357852,-0
2001-04-18,2001-04-01,2001-04-18.htm,292,3.4246575342465753,20.54794520547945,10.273972602739725,-17.123287671232877,-0.10934303065519052,-1.3888351543249668,-0
2001-05-15,2001-04-01,2001-05-15.htm,265,3.7735849056603774,37.735849056603776,18.867924528301888,-33.9622641509434,-0.825843834469678,-2.170306670773167,-0
2001-06-27,2001-04-01,2001-06-27.htm,214,9.345794392523365,9.345794392523365,23.364485981308412,0,-0.3199142691637645,-0.5941691840303661,-0
2001-08-21,2001-07-01,2001-08-21.htm,209,9.569377990430622,9.569377990430622,23.923444976076556,0,-0.33157702335631584,-0.5941691840303661,-0
2001-09-17,2001-07-01,2001-09-17.htm,310,12.903225806451612,16.129032258064516,9.67741935483871,-3.225806451612904,-0.042981913229979456,-0.7438739990794137,-0
2001-10-02,2001-10-01,2001-10-02.htm,267,3.745318352059925,11.235955056179776,11.235955056179776,-7.490636704119851,-0.10596311718186403,-0.9417983425712253,-0
2001-11-06,2001-10-01,2001-11-06.htm,266,7.518796992481203,15.037593984962406,11.278195488721805,-7.518796992481203,-0.10750909728531635,-0.9431052191070931,-0
2001-12-11,2001-10-01,2001-12-11.htm,287,6.968641114982578,17.421602787456447,13.937282229965156,-10.452961672473869,-0.22381212944625006,-1.0792753791370355,-0
2002-01-30,2002-01-01,2002-01-30.htm,144,6.944444444444445,20.833333333333332,20.833333333333332,-13.888888888888888,-0.556856509241239,-1.238731582158209,-0
2002-03-19,2002-01-01,2002-03-19.htm,268,3.7313432835820897,7.462686567164179,11.194029850746269,-3.7313432835820897,-0.08520429104783553,-0.7673352014378464,-0
2002-05-07,2002-04-01,2002-05-07.htm,188,5.319148936170213,21.27659574468085,15.957446808510639,-15.957446808510639,-0.3714736704256653,-1.3347302371985261,-0
2002-06-26,2002-04-01,2002-06-26.htm,211,4.739336492890995,18.95734597156398,14.218009478672986,-14.218009478672986,-0.27240856265608687,-1.254005572635172,-0
2002-08-13,2002-07-01,2002-08-13.htm,185,5.405405405405405,16.216216216216218,16.216216216216218,-10.810810810810812,-0.314957477618726,-1.0958826182487953,-0
2002-09-24,2002-07-01,2002-09-24.htm,223,4.484304932735426,22.42152466367713,13.452914798206278,-17.937219730941703,-0.2715739142511724,-1.4266085143479388,-0
2002-11-06,2002-10-01,2002-11-06.htm,261,7.662835249042145,11.494252873563218,26.81992337164751,-3.8314176245210723,-0.5093255760754979,-0.7719795007552883,-0
2002-12-10,2002-10-01,2002-12-10.htm,183,10.92896174863388,5.46448087431694,16.39344262295082,5.46448087431694,-0.09999988499239909,-0.34057086345547716,-0
